STATE,CITY,COUNTY_LOCATION_DEFINED,BEG_DATE,END_DATE,RATE
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2015,8/31/2015,$162.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2015,9/30/2015,$222.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2014,10/31/2014,$222.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2014,2/28/2015,$177.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2015,6/30/2015,$229.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2015,8/31/2015,$162.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2015,9/30/2015,$222.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2014,10/31/2014,$222.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2014,2/28/2015,$177.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2015,6/30/2015,$229.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2015,8/31/2015,$162.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2015,9/30/2015,$222.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2014,10/31/2014,$222.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2014,2/28/2015,$177.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2015,6/30/2015,$229.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2015,8/31/2015,$162.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2015,9/30/2015,$222.00 
DE,Dover,Kent,10/1/2014,4/30/2015,$83.00 
DE,Dover,Kent,5/1/2015,9/30/2015,$101.00 
DE,Lewes,Sussex,10/1/2014,6/30/2015,$88.00 
DE,Lewes,Sussex,7/1/2015,8/31/2015,$137.00 
DE,Lewes,Sussex,9/1/2015,9/30/2015,$88.00 
DE,Wilmington,New Castle,10/1/2014,9/30/2015,$120.00 
FL,Boca Raton,Palm Beach / Hendry,10/1/2014,12/31/2014,$97.00 
FL,Delray Beach,Palm Beach / Hendry,1/1/2015,4/30/2015,$157.00 
FL,Jupiter,Palm Beach / Hendry,5/1/2015,9/30/2015,$97.00 
FL,Boca Raton,Palm Beach / Hendry,10/1/2014,12/31/2014,$97.00 
FL,Delray Beach,Palm Beach / Hendry,1/1/2015,4/30/2015,$157.00 
FL,Jupiter,Palm Beach / Hendry,5/1/2015,9/30/2015,$97.00 
FL,Boca Raton,Palm Beach / Hendry,10/1/2014,12/31/2014,$97.00 
FL,Delray Beach,Palm Beach / Hendry,1/1/2015,4/30/2015,$157.00 
FL,Jupiter,Palm Beach / Hendry,5/1/2015,9/30/2015,$97.00 
FL,Bradenton,Manatee,10/1/2014,1/31/2015,$83.00 
FL,Bradenton,Manatee,2/1/2015,3/31/2015,$119.00 
FL,Bradenton,Manatee,4/1/2015,9/30/2015,$83.00 
FL,Cocoa Beach,Brevard,10/1/2014,9/30/2015,$105.00 
FL,Daytona Beach,Volusia,10/1/2014,1/31/2015,$83.00 
FL,Daytona Beach,Volusia,2/1/2015,3/31/2015,$110.00 
FL,Daytona Beach,Volusia,4/1/2015,7/31/2015,$90.00 
FL,Daytona Beach,Volusia,8/1/2015,9/30/2015,$83.00 
FL,Fort Lauderdale,Broward,10/1/2014,12/31/2014,$134.00 
FL,Fort Lauderdale,Broward,1/1/2015,3/31/2015,$188.00 
FL,Fort Lauderdale,Broward,4/1/2015,5/31/2015,$140.00 
FL,Fort Lauderdale,Broward,6/1/2015,9/30/2015,$109.00 
FL,Fort Myers,Lee,10/1/2014,12/31/2014,$93.00 
FL,Fort Myers,Lee,1/1/2015,4/30/2015,$142.00 
FL,Fort Myers,Lee,5/1/2015,9/30/2015,$93.00 
FL,Fort Walton Beach,Okaloosa / Walton,10/1/2014,10/31/2014,$129.00 
FL,Fort Walton Beach,Okaloosa / Walton,11/1/2014,2/28/2015,$86.00 
FL,Fort Walton Beach,Okaloosa / Walton,3/1/2015,5/31/2015,$145.00 
FL,Fort Walton Beach,Okaloosa / Walton,6/1/2015,7/31/2015,$196.00 
FL,Fort Walton Beach,Okaloosa / Walton,8/1/2015,9/30/2015,$129.00 
FL,De Funiak Springs,Okaloosa / Walton,10/1/2014,10/31/2014,$129.00 
FL,De Funiak Springs,Okaloosa / Walton,11/1/2014,2/28/2015,$86.00 
FL,De Funiak Springs,Okaloosa / Walton,3/1/2015,5/31/2015,$145.00 
FL,De Funiak Springs,Okaloosa / Walton,6/1/2015,7/31/2015,$196.00 
FL,De Funiak Springs,Okaloosa / Walton,8/1/2015,9/30/2015,$129.00 
FL,Gainesville,Alachua,10/1/2014,9/30/2015,$94.00 
FL,Gulf Breeze,Santa Rosa,10/1/2014,5/31/2015,$83.00 
FL,Gulf Breeze,Santa Rosa,6/1/2015,7/31/2015,$108.00 
FL,Gulf Breeze,Santa Rosa,8/1/2015,9/30/2015,$83.00 
FL,Key West,Monroe,10/1/2014,11/30/2014,$183.00 
FL,Key West,Monroe,12/1/2014,1/31/2015,$230.00 
FL,Key West,Monroe,2/1/2015,3/31/2015,$279.00 
FL,Key West,Monroe,4/1/2015,9/30/2015,$183.00 
FL,Miami,Miami-Dade,10/1/2014,12/31/2014,$152.00 
FL,Miami,Miami-Dade,1/1/2015,3/31/2015,$203.00 
FL,Miami,Miami-Dade,4/1/2015,5/31/2015,$146.00 
FL,Miami,Miami-Dade,6/1/2015,9/30/2015,$119.00 
FL,Naples,Collier,10/1/2014,12/31/2014,$136.00 
FL,Naples,Collier,1/1/2015,4/30/2015,$203.00 
FL,Naples,Collier,5/1/2015,9/30/2015,$116.00 
FL,Orlando,Orange,10/1/2014,9/30/2015,$115.00 
FL,Panama City,Bay,10/1/2014,2/28/2015,$83.00 
FL,Panama City,Bay,3/1/2015,7/31/2015,$119.00 
FL,Panama City,Bay,8/1/2015,9/30/2015,$83.00 
FL,Pensacola ,Escambia,10/1/2014,2/28/2015,$94.00 
FL,Pensacola ,Escambia,3/1/2015,8/31/2015,$121.00 
FL,Pensacola ,Escambia,9/1/2015,9/30/2015,$94.00 
FL,Punta Gorda,Charlotte,10/1/2014,1/31/2015,$83.00 
FL,Punta Gorda,Charlotte,2/1/2015,3/31/2015,$123.00 
FL,Punta Gorda,Charlotte,4/1/2015,9/30/2015,$83.00 
FL,Sarasota,Sarasota,10/1/2014,12/31/2014,$92.00 
FL,Sarasota,Sarasota,1/1/2015,4/30/2015,$126.00 
FL,Sarasota,Sarasota,5/1/2015,9/30/2015,$92.00 
FL,Sebring,Highlands,10/1/2014,9/30/2015,$99.00 
FL,St. Augustine,St. Johns,10/1/2014,9/30/2015,$107.00 
FL,Stuart,Martin,10/1/2014,9/30/2015,$91.00 
FL,Tallahassee,Leon,10/1/2014,12/31/2014,$88.00 
FL,Tallahassee,Leon,1/1/2015,4/30/2015,$104.00 
FL,Tallahassee,Leon,5/1/2015,9/30/2015,$88.00 
FL,Tampa  ,Pinellas / Hillsborough,10/1/2014,12/31/2014,$104.00 
FL,Tampa  ,Pinellas / Hillsborough,1/1/2015,2/28/2015,$115.00 
FL,Tampa  ,Pinellas / Hillsborough,3/1/2015,9/30/2015,$104.00 
FL,St. Petersburg,Pinellas / Hillsborough,10/1/2014,12/31/2014,$104.00 
FL,St. Petersburg,Pinellas / Hillsborough,1/1/2015,2/28/2015,$115.00 
FL,St. Petersburg,Pinellas / Hillsborough,3/1/2015,9/30/2015,$104.00 
FL,Vero Beach,Indian River,10/1/2014,1/31/2015,$109.00 
FL,Vero Beach,Indian River,2/1/2015,4/30/2015,$155.00 
FL,Vero Beach,Indian River,5/1/2015,9/30/2015,$109.00 
GA,Athens,Clarke,10/1/2014,9/30/2015,$91.00 
GA,Atlanta,Fulton / Dekalb / Cobb,10/1/2014,9/30/2015,$135.00 
GA,Augusta,Richmond,10/1/2014,9/30/2015,$91.00 
GA,Jekyll Island,Glynn,10/1/2014,10/31/2014,$148.00 
GA,Jekyll Island,Glynn,11/1/2014,2/28/2015,$110.00 
GA,Jekyll Island,Glynn,3/1/2015,9/30/2015,$148.00 
GA,Brunswick,Glynn,10/1/2014,10/31/2014,$148.00 
GA,Brunswick,Glynn,11/1/2014,2/28/2015,$110.00 
GA,Brunswick,Glynn,3/1/2015,9/30/2015,$148.00 
GA,Savannah,Chatham,10/1/2014,9/30/2015,$101.00 
IA,Cedar Rapids,Linn,10/1/2014,9/30/2015,$88.00 
IA,Dallas,Dallas,10/1/2014,9/30/2015,$114.00 
IA,Des Moines,Polk,10/1/2014,9/30/2015,$97.00 
ID,Bonner's Ferry,Bonner / Boundary / Shoshone,10/1/2014,6/30/2015,$83.00 
ID,Bonner's Ferry,Bonner / Boundary / Shoshone,7/1/2015,8/31/2015,$101.00 
ID,Bonner's Ferry,Bonner / Boundary / Shoshone,9/1/2015,9/30/2015,$83.00 
ID,Sandpoint,Bonner / Boundary / Shoshone,10/1/2014,6/30/2015,$83.00 
ID,Sandpoint,Bonner / Boundary / Shoshone,7/1/2015,8/31/2015,$101.00 
ID,Sandpoint,Bonner / Boundary / Shoshone,9/1/2015,9/30/2015,$83.00 
ID,Coeur d'Alene,Kootenai,10/1/2014,5/31/2015,$85.00 
ID,Coeur d'Alene,Kootenai,6/1/2015,8/31/2015,$124.00 
ID,Coeur d'Alene,Kootenai,9/1/2015,9/30/2015,$85.00 
ID,Driggs,Bonneville / Fremont / Teton,10/1/2014,9/30/2015,$86.00 
ID,Idaho Falls,Bonneville / Fremont / Teton,10/1/2014,9/30/2015,$86.00 
ID,Sun Valley,Blaine / Elmore,10/1/2014,9/30/2015,$99.00 
ID,Ketchum,Blaine / Elmore,10/1/2014,9/30/2015,$99.00 
IL,Bolingbrook,Will,10/1/2014,9/30/2015,$90.00 
IL,Romeoville,Will,10/1/2014,9/30/2015,$90.00 
IL,Lemont,Will,10/1/2014,9/30/2015,$90.00 
IL,Chicago,Cook / Lake,10/1/2014,11/30/2014,$194.00 
IL,Chicago,Cook / Lake,12/1/2014,2/28/2015,$132.00 
IL,Chicago,Cook / Lake,3/1/2015,4/30/2015,$159.00 
IL,Chicago,Cook / Lake,5/1/2015,8/31/2015,$192.00 
IL,Chicago,Cook / Lake,9/1/2015,9/30/2015,$194.00 
IL,O'Fallon,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,10/1/2014,9/30/2015,$115.00 
IL,Fairview Heights,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,10/1/2014,9/30/2015,$115.00 
IL,Collinsville,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,10/1/2014,9/30/2015,$115.00 
IL,Oak Brook Terrace,Dupage,10/1/2014,9/30/2015,$103.00 
IL,Springfield ,Sangamon,10/1/2014,9/30/2015,$89.00 
IN,Bloomington ,Monroe,10/1/2014,9/30/2015,$104.00 
IN,Ft. Wayne,Allen,10/1/2014,9/30/2015,$88.00 
IN,Hammond,Lake,10/1/2014,9/30/2015,$96.00 
IN,Munster,Lake,10/1/2014,9/30/2015,$96.00 
IN,Merrillville,Lake,10/1/2014,9/30/2015,$96.00 
IN,Indianapolis,Marion / Hamilton,10/1/2014,9/30/2015,$98.00 
IN,Carmel,Marion / Hamilton,10/1/2014,9/30/2015,$98.00 
IN,Lafayette,Tippecanoe,10/1/2014,9/30/2015,$88.00 
IN,West Lafayette,Tippecanoe,10/1/2014,9/30/2015,$88.00 
IN,South Bend,St. Joseph,10/1/2014,9/30/2015,$90.00 
KS,Kansas City,Wyandotte / Johnson / Leavenworth,10/1/2014,9/30/2015,$106.00 
KS,Overland Park,Wyandotte / Johnson / Leavenworth,10/1/2014,9/30/2015,$106.00 
KS,Wichita,Sedgwick,10/1/2014,9/30/2015,$93.00 
KY,Boone,Boone,10/1/2014,9/30/2015,$92.00 
KY,Kenton,Kenton,10/1/2014,9/30/2015,$132.00 
KY,Lexington,Fayette,10/1/2014,9/30/2015,$97.00 
KY,Louisville,Jefferson,10/1/2014,1/31/2015,$106.00 
KY,Louisville,Jefferson,2/1/2015,5/31/2015,$121.00 
KY,Louisville,Jefferson,6/1/2015,9/30/2015,$106.00 
LA,Alexandria,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,10/1/2014,9/30/2015,$86.00 
LA,Leesville,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,10/1/2014,9/30/2015,$86.00 
LA,Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,10/1/2014,9/30/2015,$86.00 
LA,Baton Rouge,East Baton Rouge Parish,10/1/2014,9/30/2015,$94.00 
LA,Covington,St. Tammany Parish,10/1/2014,9/30/2015,$90.00 
LA,Slidell,St. Tammany Parish,10/1/2014,9/30/2015,$90.00 
LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,10/1/2014,12/31/2014,$154.00 
LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,1/1/2015,6/30/2015,$151.00 
LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,7/1/2015,9/30/2015,$107.00 
MA,Andover,Essex,10/1/2014,9/30/2015,$101.00 
MA,Boston,"Suffolk, city of Cambridge",10/1/2014,10/31/2014,$258.00 
MA,Boston,"Suffolk, city of Cambridge",11/1/2014,3/31/2015,$179.00 
MA,Boston,"Suffolk, city of Cambridge",4/1/2015,6/30/2015,$231.00 
MA,Boston,"Suffolk, city of Cambridge",7/1/2015,8/31/2015,$210.00 
MA,Boston,"Suffolk, city of Cambridge",9/1/2015,9/30/2015,$258.00 
MA,Cambridge,"Suffolk, city of Cambridge",10/1/2014,10/31/2014,$258.00 
MA,Cambridge,"Suffolk, city of Cambridge",11/1/2014,3/31/2015,$179.00 
MA,Cambridge,"Suffolk, city of Cambridge",4/1/2015,6/30/2015,$231.00 
MA,Cambridge,"Suffolk, city of Cambridge",7/1/2015,8/31/2015,$210.00 
MA,Cambridge,"Suffolk, city of Cambridge",9/1/2015,9/30/2015,$258.00 
MA,Burlington,Middlesex less the city of Cambridge,10/1/2014,9/30/2015,$127.00 
MA,Woburn,Middlesex less the city of Cambridge,10/1/2014,9/30/2015,$127.00 
MA,Falmouth,City limits of Falmouth,10/1/2014,6/30/2015,$110.00 
MA,Falmouth,City limits of Falmouth,7/1/2015,8/31/2015,$184.00 
MA,Falmouth,City limits of Falmouth,9/1/2015,9/30/2015,$110.00 
MA,Hyannis,Barnstable less the city of Falmouth,10/1/2014,6/30/2015,$97.00 
MA,Hyannis,Barnstable less the city of Falmouth,7/1/2015,8/31/2015,$157.00 
MA,Hyannis,Barnstable less the city of Falmouth,9/1/2015,9/30/2015,$97.00 
MA,Martha's Vineyard,Dukes,10/1/2014,6/30/2015,$124.00 
MA,Martha's Vineyard,Dukes,7/1/2015,8/31/2015,$265.00 
MA,Martha's Vineyard,Dukes,9/1/2015,9/30/2015,$124.00 
MA,Nantucket,Nantucket,10/1/2014,5/31/2015,$137.00 
MA,Nantucket,Nantucket,6/1/2015,9/30/2015,$289.00 
MA,Northampton,Hampshire,10/1/2014,9/30/2015,$106.00 
MA,Pittsfield,Berkshire,10/1/2014,9/30/2015,$122.00 
MA,Plymouth,Plymouth / Bristol,10/1/2014,9/30/2015,$99.00 
MA,Taunton,Plymouth / Bristol,10/1/2014,9/30/2015,$99.00 
MA,New Bedford,Plymouth / Bristol,10/1/2014,9/30/2015,$99.00 
MA,Quincy,Norfolk,10/1/2014,9/30/2015,$133.00 
MA,Springfield,Hampden,10/1/2014,9/30/2015,$104.00 
MA,Worcester,Worcester,10/1/2014,9/30/2015,$106.00 
MD,Aberdeen,Harford,10/1/2014,9/30/2015,$94.00 
MD,Bel Air,Harford,10/1/2014,9/30/2015,$94.00 
MD,Belcamp,Harford,10/1/2014,9/30/2015,$94.00 
MD,Annapolis,Anne Arundel,10/1/2014,10/31/2014,$121.00 
MD,Annapolis,Anne Arundel,11/1/2014,4/30/2015,$100.00 
MD,Annapolis,Anne Arundel,5/1/2015,9/30/2015,$121.00 
MD,Baltimore County,Baltimore,10/1/2014,9/30/2015,$98.00 
MD,Baltimore City,Baltimore City,10/1/2014,11/30/2014,$153.00 
MD,Baltimore City,Baltimore City,12/1/2014,2/28/2015,$118.00 
MD,Baltimore City,Baltimore City,3/1/2015,8/31/2015,$150.00 
MD,Baltimore City,Baltimore City,9/1/2015,9/30/2015,$153.00 
MD,Cambridge,Dorchester / Talbot,10/1/2014,5/31/2015,$124.00 
MD,Cambridge,Dorchester / Talbot,6/1/2015,8/31/2015,$170.00 
MD,Cambridge,Dorchester / Talbot,9/1/2015,9/30/2015,$124.00 
MD,St. Michaels,Dorchester / Talbot,10/1/2014,5/31/2015,$124.00 
MD,St. Michaels,Dorchester / Talbot,6/1/2015,8/31/2015,$170.00 
MD,St. Michaels,Dorchester / Talbot,9/1/2015,9/30/2015,$124.00 
MD,Centreville,Queen Anne,10/1/2014,10/31/2014,$121.00 
MD,Centreville,Queen Anne,11/1/2014,1/31/2015,$105.00 
MD,Centreville,Queen Anne,2/1/2015,9/30/2015,$121.00 
MD,Columbia,Howard,10/1/2014,9/30/2015,$102.00 
MD,Frederick,Frederick,10/1/2014,9/30/2015,$99.00 
MD,Lexington Park,St. Mary's / Calvert,10/1/2014,9/30/2015,$94.00 
MD,Leonardtown,St. Mary's / Calvert,10/1/2014,9/30/2015,$94.00 
MD,Lusby,St. Mary's / Calvert,10/1/2014,9/30/2015,$94.00 
MD,Ocean City,Worcester,10/1/2014,5/31/2015,$85.00 
MD,Ocean City,Worcester,6/1/2015,8/31/2015,$193.00 
MD,Ocean City,Worcester,9/1/2015,9/30/2015,$85.00 
ME,Bar Harbor,Hancock,10/1/2014,10/31/2014,$124.00 
ME,Bar Harbor,Hancock,11/1/2014,3/31/2015,$83.00 
ME,Bar Harbor,Hancock,4/1/2015,6/30/2015,$107.00 
ME,Bar Harbor,Hancock,7/1/2015,8/31/2015,$168.00 
ME,Bar Harbor,Hancock,9/1/2015,9/30/2015,$124.00 
ME,Kennebunk,York ,10/1/2014,11/30/2014,$96.00 
ME,Kennebunk,York ,12/1/2014,3/31/2015,$83.00 
ME,Kennebunk,York ,4/1/2015,6/30/2015,$89.00 
ME,Kennebunk,York ,7/1/2015,8/31/2015,$129.00 
ME,Kennebunk,York ,9/1/2015,9/30/2015,$96.00 
ME,Kittery,York ,10/1/2014,11/30/2014,$96.00 
ME,Kittery,York ,12/1/2014,3/31/2015,$83.00 
ME,Kittery,York ,4/1/2015,6/30/2015,$89.00 
ME,Kittery,York ,7/1/2015,8/31/2015,$129.00 
ME,Kittery,York ,9/1/2015,9/30/2015,$96.00 
ME,Sanford,York ,10/1/2014,11/30/2014,$96.00 
ME,Sanford,York ,12/1/2014,3/31/2015,$83.00 
ME,Sanford,York ,4/1/2015,6/30/2015,$89.00 
ME,Sanford,York ,7/1/2015,8/31/2015,$129.00 
ME,Sanford,York ,9/1/2015,9/30/2015,$96.00 
ME,Portland,Cumberland / Sagadahoc,10/1/2014,10/31/2014,$124.00 
ME,Portland,Cumberland / Sagadahoc,11/1/2014,6/30/2015,$99.00 
ME,Portland,Cumberland / Sagadahoc,7/1/2015,8/31/2015,$142.00 
ME,Portland,Cumberland / Sagadahoc,9/1/2015,9/30/2015,$124.00 
ME,Rockport,Knox,10/1/2014,6/30/2015,$85.00 
ME,Rockport,Knox,7/1/2015,8/31/2015,$108.00 
ME,Rockport,Knox,9/1/2015,9/30/2015,$85.00 
MI,Ann Arbor,Washtenaw,10/1/2014,9/30/2015,$105.00 
MI,Benton Harbor,Berrien ,10/1/2014,9/30/2015,$91.00 
MI,St. Joseph,Berrien ,10/1/2014,9/30/2015,$91.00 
MI,Stevensville,Berrien ,10/1/2014,9/30/2015,$91.00 
MI,Detroit,Wayne,10/1/2014,9/30/2015,$109.00 
MI,East Lansing,Ingham / Eaton,10/1/2014,9/30/2015,$91.00 
MI,Lansing,Ingham / Eaton,10/1/2014,9/30/2015,$91.00 
MI,Grand Rapids,Kent,10/1/2014,9/30/2015,$96.00 
MI,Holland,Ottawa,10/1/2014,9/30/2015,$98.00 
MI,Kalamazoo,Kalamazoo / Calhoun,10/1/2014,9/30/2015,$89.00 
MI,Battle Creek ,Kalamazoo / Calhoun,10/1/2014,9/30/2015,$89.00 
MI,Mackinac Island,Mackinac,10/1/2014,6/30/2015,$83.00 
MI,Mackinac Island,Mackinac,7/1/2015,8/31/2015,$99.00 
MI,Mackinac Island,Mackinac,9/1/2015,9/30/2015,$83.00 
MI,Midland,Midland,10/1/2014,9/30/2015,$97.00 
MI,Muskegon,Muskegon,10/1/2014,5/31/2015,$83.00 
MI,Muskegon,Muskegon,6/1/2015,8/31/2015,$106.00 
MI,Muskegon,Muskegon,9/1/2015,9/30/2015,$83.00 
MI,Petoskey,Emmet,10/1/2014,6/30/2015,$85.00 
MI,Petoskey,Emmet,7/1/2015,8/31/2015,$116.00 
MI,Petoskey,Emmet,9/1/2015,9/30/2015,$85.00 
MI,Pontiac,Oakland,10/1/2014,9/30/2015,$96.00 
MI,Auburn Hills ,Oakland,10/1/2014,9/30/2015,$96.00 
MI,South Haven,Van Buren,10/1/2014,5/31/2015,$83.00 
MI,South Haven,Van Buren,6/1/2015,8/31/2015,$104.00 
MI,South Haven,Van Buren,9/1/2015,9/30/2015,$83.00 
MI,Traverse City,Grand Traverse / Leelanau,10/1/2014,6/30/2015,$88.00 
MI,Traverse City,Grand Traverse / Leelanau,7/1/2015,8/31/2015,$151.00 
MI,Traverse City,Grand Traverse / Leelanau,9/1/2015,9/30/2015,$88.00 
MI,Leland,Grand Traverse / Leelanau,10/1/2014,6/30/2015,$88.00 
MI,Leland,Grand Traverse / Leelanau,7/1/2015,8/31/2015,$151.00 
MI,Leland,Grand Traverse / Leelanau,9/1/2015,9/30/2015,$88.00 
MN,Duluth,St. Louis,10/1/2014,6/30/2015,$97.00 
MN,Duluth,St. Louis,7/1/2015,8/31/2015,$125.00 
MN,Duluth,St. Louis,9/1/2015,9/30/2015,$97.00 
MN,Eagan,Dakota,10/1/2014,9/30/2015,$89.00 
MN,Burnsville,Dakota,10/1/2014,9/30/2015,$89.00 
MN,Mendota Heights,Dakota,10/1/2014,9/30/2015,$89.00 
MN,Minneapolis,Hennepin / Ramsey,10/1/2014,9/30/2015,$135.00 
MN,St. Paul,Hennepin / Ramsey,10/1/2014,9/30/2015,$135.00 
MN,Rochester,Olmsted,10/1/2014,9/30/2015,$112.00 
MO,Kansas City,Jackson / Clay / Cass / Platte,10/1/2014,9/30/2015,$106.00 
MO,St. Louis,St. Louis / St. Louis City / St. Charles / Crawford / Franklin / Jefferson / Lincoln / Warren / Washington,10/1/2014,9/30/2015,$115.00 
MS,Hattiesburg,Forrest / Lamar,10/1/2014,9/30/2015,$87.00 
MS,Oxford,Lafayette,10/1/2014,9/30/2015,$102.00 
MS,Southaven,Desoto,10/1/2014,9/30/2015,$96.00 
MS,Starkville ,Oktibbeha,10/1/2014,9/30/2015,$98.00 
MT,Big Sky,Gallatin,10/1/2014,5/31/2015,$86.00 
MT,Big Sky,Gallatin,6/1/2015,9/30/2015,$125.00 
MT,West Yellowstone,Gallatin,10/1/2014,5/31/2015,$86.00 
MT,West Yellowstone,Gallatin,6/1/2015,9/30/2015,$125.00 
MT,Butte,Silver Bow,10/1/2014,9/30/2015,$88.00 
MT,Glendive,Dawson / Richland,10/1/2014,9/30/2015,$161.00 
MT,Sidney,Dawson / Richland,10/1/2014,9/30/2015,$161.00 
MT,Helena,Lewis and Clark,10/1/2014,9/30/2015,$89.00 
MT,Missoula,Missoula / Lake / Flathead,10/1/2014,6/30/2015,$92.00 
MT,Missoula,Missoula / Lake / Flathead,7/1/2015,8/31/2015,$128.00 
MT,Missoula,Missoula / Lake / Flathead,9/1/2015,9/30/2015,$92.00 
MT,Polson,Missoula / Lake / Flathead,10/1/2014,6/30/2015,$92.00 
MT,Polson,Missoula / Lake / Flathead,7/1/2015,8/31/2015,$128.00 
MT,Polson,Missoula / Lake / Flathead,9/1/2015,9/30/2015,$92.00 
MT,Kalispell,Missoula / Lake / Flathead,10/1/2014,6/30/2015,$92.00 
MT,Kalispell,Missoula / Lake / Flathead,7/1/2015,8/31/2015,$128.00 
MT,Kalispell,Missoula / Lake / Flathead,9/1/2015,9/30/2015,$92.00 
NC,Asheville ,Buncombe,10/1/2014,9/30/2015,$102.00 
NC,Atlantic Beach,Carteret,10/1/2014,5/31/2015,$83.00 
NC,Atlantic Beach,Carteret,6/1/2015,8/31/2015,$112.00 
NC,Atlantic Beach,Carteret,9/1/2015,9/30/2015,$83.00 
NC,Morehead City,Carteret,10/1/2014,5/31/2015,$83.00 
NC,Morehead City,Carteret,6/1/2015,8/31/2015,$112.00 
NC,Morehead City,Carteret,9/1/2015,9/30/2015,$83.00 
NC,Chapel Hill,Orange,10/1/2014,9/30/2015,$97.00 
NC,Charlotte,Mecklenburg,10/1/2014,9/30/2015,$110.00 
NC,Durham,Durham,10/1/2014,9/30/2015,$92.00 
NC,Fayetteville,Cumberland,10/1/2014,9/30/2015,$99.00 
NC,Greensboro,Guilford,10/1/2014,10/31/2014,$97.00 
NC,Greensboro,Guilford,11/1/2014,1/31/2015,$89.00 
NC,Greensboro,Guilford,2/1/2015,9/30/2015,$97.00 
NC,Kill Devil,Dare,10/1/2014,3/31/2015,$93.00 
NC,Kill Devil,Dare,4/1/2015,5/31/2015,$107.00 
NC,Kill Devil,Dare,6/1/2015,8/31/2015,$162.00 
NC,Kill Devil,Dare,9/1/2015,9/30/2015,$93.00 
NC,New Bern,Craven ,10/1/2014,9/30/2015,$90.00 
NC,Havelock,Craven ,10/1/2014,9/30/2015,$90.00 
