STATE,CITY,COUNTY_LOCATION_DEFINED,BEG_DATE,END_DATE,RATE
UT,Orem,Utah,7/1/2017,6/30/2018,$85.00 
UT,Lehi,Utah,7/1/2017,6/30/2018,$85.00 
UT,American Fork,Utah,7/1/2017,6/30/2018,$85.00 
UT,Springville,Utah,7/1/2017,6/30/2018,$85.00 
UT,Roosevelt,Duchesne,7/1/2017,6/30/2018,$90.00 
UT,Ballard,Uintah,7/1/2017,6/30/2018,$90.00 
UT,Salt Lake City,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Centerville,Davis,7/1/2017,6/30/2018,$100.00 
UT,Bountiful,Davis,7/1/2017,6/30/2018,$100.00 
UT,North Salt Lake,Davis,7/1/2017,6/30/2018,$100.00 
UT,West Bountiful,Davis,7/1/2017,6/30/2018,$100.00 
UT,Woods Cross,Davis,7/1/2017,6/30/2018,$100.00 
UT,West Valley City,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,West Jordan,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,South Jordan,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Sandy,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Draper,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Riverton,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Tooele,Tooele,7/1/2017,6/30/2018,$100.00 
UT,Murray,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Midvale,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Alta,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Copperton,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Cottonwood Heights,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Emigration Canyon,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Herriman,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Holladay,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Kearns,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Magna,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Millcreek,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,South Salt Lake,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Taylorsville,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,White City,Salt Lake ,7/1/2017,6/30/2018,$100.00 
UT,Mexican Hat,San Juan ,7/1/2017,6/30/2018,$90.00 
UT,Hanksville,Wayne  ,7/1/2017,6/30/2018,$75.00 
UT,Alta,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,American Fork,Utah,7/1/2018,6/30/2019,$85.00 
UT,Ballard,Uintah,7/1/2018,6/30/2019,$90.00 
UT,Beaver,Beaver,7/1/2018,6/30/2019,$75.00 
UT,Blanding,San Juan ,7/1/2018,6/30/2019,$75.00 
UT,Bluff,San Juan ,7/1/2018,6/30/2019,$95.00 
UT,Bountiful,Davis,7/1/2018,6/30/2019,$100.00 
UT,Brigham City,Box Elder,7/1/2018,6/30/2019,$80.00 
UT,Bryce Canyon City,Garfield,7/1/2018,6/30/2019,$80.00 
UT,Cedar City,Iron,7/1/2018,6/30/2019,$80.00 
UT,Centerville,Davis,7/1/2018,6/30/2019,$100.00 
UT,Copperton,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Cottonwood Heights,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Draper,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Duchesne,Duchesne,7/1/2018,6/30/2019,$85.00 
UT,Emigration Canyon,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Ephraim,Sanpete,7/1/2018,6/30/2019,$75.00 
UT,Farmington,Davis,7/1/2018,6/30/2019,$85.00 
UT,Fillmore,Millard,7/1/2018,6/30/2019,$75.00 
UT,Garden City,Rich,7/1/2018,6/30/2019,$80.00 
UT,Green River,Emery,7/1/2018,6/30/2019,$85.00 
UT,Hanksville,Wayne  ,7/1/2018,6/30/2019,$75.00 
UT,Heber,Wasatch,7/1/2018,6/30/2019,$85.00 
UT,Herriman,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Holladay,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Hurricane,Washington,7/1/2018,6/30/2019,$85.00 
UT,Kanab,Kane,7/1/2018,6/30/2019,$90.00 
UT,Kearns,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Layton,Davis,7/1/2018,6/30/2019,$90.00 
UT,Lehi,Utah,7/1/2018,6/30/2019,$85.00 
UT,Logan,Cache,7/1/2018,6/30/2019,$85.00 
UT,Magna,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Mexican Hat,San Juan ,7/1/2018,6/30/2019,$90.00 
UT,Midvale,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Midway,Wasatch,7/1/2018,6/30/2019,$110.00 
UT,Millcreek,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Moab,Grand,7/1/2018,6/30/2019,$110.00 
UT,Monticello,San Juan ,7/1/2018,6/30/2019,$80.00 
UT,Murray,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,North Salt Lake,Davis,7/1/2018,6/30/2019,$100.00 
UT,Ogden,Weber,7/1/2018,6/30/2019,$90.00 
UT,Orem,Utah,7/1/2018,6/30/2019,$85.00 
UT,Panguitch,Garfield,7/1/2018,6/30/2019,$75.00 
UT,Park City,Summit,7/1/2018,6/30/2019,$110.00 
UT,Price,Carbon,7/1/2018,6/30/2019,$75.00 
UT,Provo,Utah,7/1/2018,6/30/2019,$85.00 
UT,Riverton,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Roosevelt,Duchesne,7/1/2018,6/30/2019,$90.00 
UT,Salt Lake City,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Sandy,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,South Jordan,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,South Salt Lake,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Springdale,Washington,7/1/2018,6/30/2019,$85.00 
UT,Springville,Utah,7/1/2018,6/30/2019,$85.00 
UT,St George,Washington,7/1/2018,6/30/2019,$85.00 
UT,Taylorsville,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Tooele,Tooele,7/1/2018,6/30/2019,$100.00 
UT,Torrey,Wayne  ,7/1/2018,6/30/2019,$85.00 
UT,Tremonton,Box Elder,7/1/2018,6/30/2019,$90.00 
UT,Vernal,Uintah,7/1/2018,6/30/2019,$95.00 
UT,Washington,Washington,7/1/2018,6/30/2019,$85.00 
UT,West Bountiful,Davis,7/1/2018,6/30/2019,$100.00 
UT,West Jordan,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,West Valley City,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,White City,Salt Lake ,7/1/2018,6/30/2019,$100.00 
UT,Woods Cross,Davis,7/1/2018,6/30/2019,$100.00 
AL,Birmingham,Jefferson,10/1/2018,9/30/2019,$107.00 
AL,Gulf Shores,Baldwin,10/1/2018,2/28/2019,$105.00 
AL,Gulf Shores,Baldwin,3/1/2019,5/31/2019,$126.00 
AL,Gulf Shores,Baldwin,6/1/2019,7/31/2019,$165.00 
AL,Gulf Shores,Baldwin,8/1/2019,9/30/2019,$105.00 
AL,Mobile,Mobile,10/1/2018,12/31/2018,$94.00 
AL,Mobile,Mobile,1/1/2019,2/28/2019,$107.00 
AL,Mobile,Mobile,3/1/2019,9/30/2019,$94.00 
AR,Hot Springs,Garland,10/1/2018,9/30/2019,$105.00 
AZ,Grand Canyon,Coconino / Yavapai less the city of Sedona,10/1/2018,10/31/2018,$146.00 
AZ,Grand Canyon,Coconino / Yavapai less the city of Sedona,11/1/2018,2/28/2019,$94.00 
AZ,Grand Canyon,Coconino / Yavapai less the city of Sedona,3/1/2019,4/30/2019,$119.00 
AZ,Grand Canyon,Coconino / Yavapai less the city of Sedona,5/1/2019,9/30/2019,$146.00 
AZ,Flagstaff,Coconino / Yavapai less the city of Sedona,10/1/2018,10/31/2018,$146.00 
AZ,Flagstaff,Coconino / Yavapai less the city of Sedona,11/1/2018,2/28/2019,$94.00 
AZ,Flagstaff,Coconino / Yavapai less the city of Sedona,3/1/2019,4/30/2019,$119.00 
AZ,Flagstaff,Coconino / Yavapai less the city of Sedona,5/1/2019,9/30/2019,$146.00 
AZ,Kayenta,Navajo,10/1/2018,10/31/2018,$131.00 
AZ,Kayenta,Navajo,11/1/2018,2/28/2019,$105.00 
AZ,Kayenta,Navajo,3/1/2019,9/30/2019,$131.00 
AZ,Phoenix,Maricopa,10/1/2018,12/31/2018,$121.00 
AZ,Phoenix,Maricopa,1/1/2019,3/31/2019,$172.00 
AZ,Phoenix,Maricopa,4/1/2019,5/31/2019,$133.00 
AZ,Phoenix,Maricopa,6/1/2019,8/31/2019,$94.00 
AZ,Phoenix,Maricopa,9/1/2019,9/30/2019,$121.00 
AZ,Scottsdale,Maricopa,10/1/2018,12/31/2018,$121.00 
AZ,Scottsdale,Maricopa,1/1/2019,3/31/2019,$172.00 
AZ,Scottsdale,Maricopa,4/1/2019,5/31/2019,$133.00 
AZ,Scottsdale,Maricopa,6/1/2019,8/31/2019,$94.00 
AZ,Scottsdale,Maricopa,9/1/2019,9/30/2019,$121.00 
AZ,Sedona,City Limits of Sedona,10/1/2018,2/28/2019,$166.00 
AZ,Sedona,City Limits of Sedona,3/1/2019,8/31/2019,$178.00 
AZ,Sedona,City Limits of Sedona,9/1/2019,9/30/2019,$166.00 
AZ,Tucson,Pima,10/1/2018,12/31/2018,$94.00 
AZ,Tucson,Pima,1/1/2019,2/28/2019,$119.00 
AZ,Tucson,Pima,3/1/2019,9/30/2019,$94.00 
CA,Antioch,Contra Costa,10/1/2018,9/30/2019,$158.00 
CA,Brentwood,Contra Costa,10/1/2018,9/30/2019,$158.00 
CA,Concord,Contra Costa,10/1/2018,9/30/2019,$158.00 
CA,Bakersfield,Kern,10/1/2018,9/30/2019,$105.00 
CA,Ridgecrest,Kern,10/1/2018,9/30/2019,$105.00 
CA,Barstow,San Bernardino,10/1/2018,9/30/2019,$102.00 
CA,Ontario,San Bernardino,10/1/2018,9/30/2019,$102.00 
CA,Victorville,San Bernardino,10/1/2018,9/30/2019,$102.00 
CA,Death Valley,Inyo ,10/1/2018,9/30/2019,$118.00 
CA,Eureka,Humboldt,10/1/2018,5/31/2019,$103.00 
CA,Eureka,Humboldt,6/1/2019,8/31/2019,$135.00 
CA,Eureka,Humboldt,9/1/2019,9/30/2019,$103.00 
CA,Arcata,Humboldt,10/1/2018,5/31/2019,$103.00 
CA,Arcata,Humboldt,6/1/2019,8/31/2019,$135.00 
CA,Arcata,Humboldt,9/1/2019,9/30/2019,$103.00 
CA,McKinleyville,Humboldt,10/1/2018,5/31/2019,$103.00 
CA,McKinleyville,Humboldt,6/1/2019,8/31/2019,$135.00 
CA,McKinleyville,Humboldt,9/1/2019,9/30/2019,$103.00 
CA,Fresno,Fresno,10/1/2018,9/30/2019,$105.00 
CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,10/1/2018,10/31/2018,$180.00 
CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,11/1/2018,12/31/2018,$161.00 
CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,1/1/2019,9/30/2019,$180.00 
CA,Edwards AFB,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,10/1/2018,10/31/2018,$180.00 
CA,Edwards AFB,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,11/1/2018,12/31/2018,$161.00 
CA,Edwards AFB,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,1/1/2019,9/30/2019,$180.00 
CA,Mammoth Lakes,Mono,10/1/2018,11/30/2018,$101.00 
CA,Mammoth Lakes,Mono,12/1/2018,6/30/2019,$122.00 
CA,Mammoth Lakes,Mono,7/1/2019,8/31/2019,$135.00 
CA,Mammoth Lakes,Mono,9/1/2019,9/30/2019,$101.00 
CA,Mill Valley,Marin,10/1/2018,9/30/2019,$161.00 
CA,San Rafael,Marin,10/1/2018,9/30/2019,$161.00 
CA,Novato,Marin,10/1/2018,9/30/2019,$161.00 
CA,Monterey,Monterey,10/1/2018,6/30/2019,$154.00 
CA,Monterey,Monterey,7/1/2019,8/31/2019,$206.00 
CA,Monterey,Monterey,9/1/2019,9/30/2019,$154.00 
CA,Napa,Napa,10/1/2018,10/31/2018,$214.00 
CA,Napa,Napa,11/1/2018,4/30/2019,$164.00 
CA,Napa,Napa,5/1/2019,9/30/2019,$214.00 
CA,Oakhurst,Madera ,10/1/2018,5/31/2019,$107.00 
CA,Oakhurst,Madera ,6/1/2019,8/31/2019,$139.00 
CA,Oakhurst,Madera ,9/1/2019,9/30/2019,$107.00 
CA,Oakland,Alameda,10/1/2018,9/30/2019,$175.00 
CA,Palm Springs,Riverside,10/1/2018,4/30/2019,$137.00 
CA,Palm Springs,Riverside,5/1/2019,9/30/2019,$106.00 
CA,Point Arena,Mendocino,10/1/2018,9/30/2019,$121.00 
CA,Gualala,Mendocino,10/1/2018,9/30/2019,$121.00 
CA,Sacramento,Sacramento,10/1/2018,9/30/2019,$135.00 
CA,San Diego,San Diego,10/1/2018,12/31/2018,$160.00 
CA,San Diego,San Diego,1/1/2019,7/31/2019,$174.00 
CA,San Diego,San Diego,8/1/2019,9/30/2019,$160.00 
CA,San Francisco,San Francisco,10/1/2018,10/31/2018,$299.00 
CA,San Francisco,San Francisco,11/1/2018,12/31/2018,$247.00 
CA,San Francisco,San Francisco,1/1/2019,8/31/2019,$270.00 
CA,San Francisco,San Francisco,9/1/2019,9/30/2019,$299.00 
CA,San Luis Obispo,San Luis Obispo,10/1/2018,9/30/2019,$123.00 
CA,San Mateo,San Mateo,10/1/2018,10/31/2018,$211.00 
CA,San Mateo,San Mateo,11/1/2018,12/31/2018,$196.00 
CA,San Mateo,San Mateo,1/1/2019,9/30/2019,$211.00 
CA,Foster City,San Mateo,10/1/2018,10/31/2018,$211.00 
CA,Foster City,San Mateo,11/1/2018,12/31/2018,$196.00 
CA,Foster City,San Mateo,1/1/2019,9/30/2019,$211.00 
CA,Belmont,San Mateo,10/1/2018,10/31/2018,$211.00 
CA,Belmont,San Mateo,11/1/2018,12/31/2018,$196.00 
CA,Belmont,San Mateo,1/1/2019,9/30/2019,$211.00 
CA,Santa Barbara,Santa Barbara,10/1/2018,6/30/2019,$168.00 
CA,Santa Barbara,Santa Barbara,7/1/2019,8/31/2019,$223.00 
CA,Santa Barbara,Santa Barbara,9/1/2019,9/30/2019,$168.00 
CA,Santa Cruz,Santa Cruz,10/1/2018,5/31/2019,$126.00 
CA,Santa Cruz,Santa Cruz,6/1/2019,8/31/2019,$160.00 
CA,Santa Cruz,Santa Cruz,9/1/2019,9/30/2019,$126.00 
CA,Santa Monica ,City limits of Santa Monica,10/1/2018,6/30/2019,$247.00 
CA,Santa Monica ,City limits of Santa Monica,7/1/2019,8/31/2019,$299.00 
CA,Santa Monica ,City limits of Santa Monica,9/1/2019,9/30/2019,$247.00 
CA,Santa Rosa,Sonoma,10/1/2018,9/30/2019,$158.00 
CA,South Lake Tahoe,El Dorado,10/1/2018,11/30/2018,$119.00 
CA,South Lake Tahoe,El Dorado,12/1/2018,6/30/2019,$128.00 
CA,South Lake Tahoe,El Dorado,7/1/2019,8/31/2019,$159.00 
CA,South Lake Tahoe,El Dorado,9/1/2019,9/30/2019,$119.00 
CA,Stockton ,San Joaquin,10/1/2018,9/30/2019,$116.00 
CA,Sunnyvale,Santa Clara,10/1/2018,12/31/2018,$229.00 
CA,Sunnyvale,Santa Clara,1/1/2019,3/31/2019,$239.00 
CA,Sunnyvale,Santa Clara,4/1/2019,9/30/2019,$229.00 
CA,Palo Alto,Santa Clara,10/1/2018,12/31/2018,$229.00 
CA,Palo Alto,Santa Clara,1/1/2019,3/31/2019,$239.00 
CA,Palo Alto,Santa Clara,4/1/2019,9/30/2019,$229.00 
CA,San Jose,Santa Clara,10/1/2018,12/31/2018,$229.00 
CA,San Jose,Santa Clara,1/1/2019,3/31/2019,$239.00 
CA,San Jose,Santa Clara,4/1/2019,9/30/2019,$229.00 
CA,Tahoe City,Placer,10/1/2018,9/30/2019,$113.00 
CA,Truckee,Nevada ,10/1/2018,9/30/2019,$126.00 
CA,Visalia,Tulare,10/1/2018,9/30/2019,$106.00 
CA,West Sacramento,Yolo,10/1/2018,9/30/2019,$125.00 
CA,Davis,Yolo,10/1/2018,9/30/2019,$125.00 
CA,Yosemite National Park,Mariposa,10/1/2018,5/31/2019,$120.00 
CA,Yosemite National Park,Mariposa,6/1/2019,8/31/2019,$139.00 
CA,Yosemite National Park,Mariposa,9/1/2019,9/30/2019,$120.00 
CO,Aspen,Pitkin,10/1/2018,11/30/2018,$175.00 
CO,Aspen,Pitkin,12/1/2018,3/31/2019,$349.00 
CO,Aspen,Pitkin,4/1/2019,5/31/2019,$151.00 
CO,Aspen,Pitkin,6/1/2019,9/30/2019,$175.00 
CO,Boulder,Boulder / Broomfield,10/1/2018,4/30/2019,$131.00 
CO,Boulder,Boulder / Broomfield,5/1/2019,8/31/2019,$159.00 
CO,Boulder,Boulder / Broomfield,9/1/2019,9/30/2019,$131.00 
CO,Broomfield,Boulder / Broomfield,10/1/2018,4/30/2019,$131.00 
CO,Broomfield,Boulder / Broomfield,5/1/2019,8/31/2019,$159.00 
CO,Broomfield,Boulder / Broomfield,9/1/2019,9/30/2019,$131.00 
CO,Colorado Springs,El Paso,10/1/2018,5/31/2019,$105.00 
CO,Colorado Springs,El Paso,6/1/2019,8/31/2019,$134.00 
CO,Colorado Springs,El Paso,9/1/2019,9/30/2019,$105.00 
CO,Cortez,Montezuma,10/1/2018,5/31/2019,$94.00 
CO,Cortez,Montezuma,6/1/2019,9/30/2019,$118.00 
CO,Crested Butte,Gunnison,10/1/2018,11/30/2018,$120.00 
CO,Crested Butte,Gunnison,12/1/2018,3/31/2019,$160.00 
CO,Crested Butte,Gunnison,4/1/2019,5/31/2019,$103.00 
CO,Crested Butte,Gunnison,6/1/2019,9/30/2019,$120.00 
CO,Gunnison,Gunnison,10/1/2018,11/30/2018,$120.00 
CO,Gunnison,Gunnison,12/1/2018,3/31/2019,$160.00 
CO,Gunnison,Gunnison,4/1/2019,5/31/2019,$103.00 
CO,Gunnison,Gunnison,6/1/2019,9/30/2019,$120.00 
CO,Denver,Denver / Adams / Arapahoe / Jefferson,10/1/2018,9/30/2019,$181.00 
CO,Aurora,Denver / Adams / Arapahoe / Jefferson,10/1/2018,9/30/2019,$181.00 
CO,Douglas ,Douglas,10/1/2018,9/30/2019,$127.00 
CO,Durango,La Plata,10/1/2018,5/31/2019,$105.00 
CO,Durango,La Plata,6/1/2019,9/30/2019,$153.00 
CO,Fort Collins,Larimer,10/1/2018,9/30/2019,$116.00 
CO,Loveland,Larimer,10/1/2018,9/30/2019,$116.00 
CO,Grand Lake,Grand,10/1/2018,11/30/2018,$128.00 
CO,Grand Lake,Grand,12/1/2018,3/31/2019,$196.00 
CO,Grand Lake,Grand,4/1/2019,5/31/2019,$110.00 
CO,Grand Lake,Grand,6/1/2019,9/30/2019,$128.00 
CO,Montrose,Montrose,10/1/2018,9/30/2019,$99.00 
CO,Silverthorne,Summit,10/1/2018,11/30/2018,$137.00 
CO,Silverthorne,Summit,12/1/2018,3/31/2019,$224.00 
CO,Silverthorne,Summit,4/1/2019,5/31/2019,$116.00 
CO,Silverthorne,Summit,6/1/2019,9/30/2019,$137.00 
CO,Breckenridge,Summit,10/1/2018,11/30/2018,$137.00 
CO,Breckenridge,Summit,12/1/2018,3/31/2019,$224.00 
CO,Breckenridge,Summit,4/1/2019,5/31/2019,$116.00 
CO,Breckenridge,Summit,6/1/2019,9/30/2019,$137.00 
CO,Steamboat Springs,Routt,10/1/2018,11/30/2018,$100.00 
CO,Steamboat Springs,Routt,12/1/2018,3/31/2019,$124.00 
CO,Steamboat Springs,Routt,4/1/2019,5/31/2019,$94.00 
CO,Steamboat Springs,Routt,6/1/2019,8/31/2019,$131.00 
CO,Steamboat Springs,Routt,9/1/2019,9/30/2019,$100.00 
CO,Telluride,San Miguel,10/1/2018,12/31/2018,$218.00 
CO,Telluride,San Miguel,1/1/2019,3/31/2019,$383.00 
CO,Telluride,San Miguel,4/1/2019,9/30/2019,$218.00 
CO,Vail,Eagle,10/1/2018,11/30/2018,$153.00 
CO,Vail,Eagle,12/1/2018,3/31/2019,$394.00 
CO,Vail,Eagle,4/1/2019,6/30/2019,$163.00 
CO,Vail,Eagle,7/1/2019,8/31/2019,$212.00 
CO,Vail,Eagle,9/1/2019,9/30/2019,$153.00 
CT,Bridgeport,Fairfield,10/1/2018,9/30/2019,$127.00 
CT,Danbury,Fairfield,10/1/2018,9/30/2019,$127.00 
CT,Cromwell,Middlesex,10/1/2018,9/30/2019,$95.00 
CT,Old Saybrook,Middlesex,10/1/2018,9/30/2019,$95.00 
CT,Hartford,Hartford,10/1/2018,9/30/2019,$128.00 
CT,New Haven,New Haven,10/1/2018,9/30/2019,$111.00 
CT,New London,New London,10/1/2018,9/30/2019,$105.00 
CT,Groton,New London,10/1/2018,9/30/2019,$105.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2018,10/31/2018,$251.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2018,2/28/2019,$181.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2019,6/30/2019,$251.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2019,8/31/2019,$179.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2019,9/30/2019,$251.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2018,10/31/2018,$251.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2018,2/28/2019,$181.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2019,6/30/2019,$251.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2019,8/31/2019,$179.00 
VA,Alexandria,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2019,9/30/2019,$251.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2018,10/31/2018,$251.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2018,2/28/2019,$181.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2019,6/30/2019,$251.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2019,8/31/2019,$179.00 
VA,Falls Church,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2019,9/30/2019,$251.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2018,10/31/2018,$251.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2018,2/28/2019,$181.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2019,6/30/2019,$251.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",7/1/2019,8/31/2019,$179.00 
VA,Fairfax,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",9/1/2019,9/30/2019,$251.00 
DE,Dover,Kent,10/1/2018,5/31/2019,$94.00 
DE,Dover,Kent,6/1/2019,7/31/2019,$118.00 
DE,Dover,Kent,8/1/2019,9/30/2019,$94.00 
DE,Lewes,Sussex,10/1/2018,4/30/2019,$94.00 
DE,Lewes,Sussex,5/1/2019,6/30/2019,$131.00 
DE,Lewes,Sussex,7/1/2019,8/31/2019,$193.00 
DE,Lewes,Sussex,9/1/2019,9/30/2019,$94.00 
DE,Wilmington,New Castle,10/1/2018,9/30/2019,$128.00 
FL,Boca Raton,Palm Beach / Hendry,10/1/2018,11/30/2018,$121.00 
FL,Boca Raton,Palm Beach / Hendry,12/1/2018,4/30/2019,$199.00 
FL,Boca Raton,Palm Beach / Hendry,5/1/2019,9/30/2019,$121.00 
FL,Delray Beach,Palm Beach / Hendry,10/1/2018,11/30/2018,$121.00 
FL,Delray Beach,Palm Beach / Hendry,12/1/2018,4/30/2019,$199.00 
FL,Delray Beach,Palm Beach / Hendry,5/1/2019,9/30/2019,$121.00 
FL,Jupiter,Palm Beach / Hendry,10/1/2018,11/30/2018,$121.00 
FL,Jupiter,Palm Beach / Hendry,12/1/2018,4/30/2019,$199.00 
FL,Jupiter,Palm Beach / Hendry,5/1/2019,9/30/2019,$121.00 
FL,Bradenton,Manatee,10/1/2018,1/31/2019,$107.00 
FL,Bradenton,Manatee,2/1/2019,3/31/2019,$157.00 
FL,Bradenton,Manatee,4/1/2019,9/30/2019,$107.00 
FL,Cocoa Beach,Brevard,10/1/2018,1/31/2019,$128.00 
FL,Cocoa Beach,Brevard,2/1/2019,3/31/2019,$168.00 
FL,Cocoa Beach,Brevard,4/1/2019,9/30/2019,$128.00 
FL,Daytona Beach,Volusia,10/1/2018,1/31/2019,$99.00 
FL,Daytona Beach,Volusia,2/1/2019,3/31/2019,$131.00 
FL,Daytona Beach,Volusia,4/1/2019,7/31/2019,$113.00 
FL,Daytona Beach,Volusia,8/1/2019,9/30/2019,$99.00 
FL,Fort Lauderdale,Broward,10/1/2018,12/31/2018,$157.00 
FL,Fort Lauderdale,Broward,1/1/2019,4/30/2019,$208.00 
FL,Fort Lauderdale,Broward,5/1/2019,9/30/2019,$124.00 
